,Unnamed: 0,Recipe_Name,Type,Serving,Protein,Fat,Carbs,Calories,cholesterol,sodium,fiber,sugar,Prepare time,cooking time,Total_Time,Ratings
455,55,Sweet Potato Pie,dessert,1.0,3.5,6.5,38.0,208.0,41.0,135.0,2.0,15.0,,,2 hrs,4.85
456,56,Cinnamon Apple Yogurt Bowls,breakfast,1.0,12.5,10.0,40.0,283.0,5.0,161.0,3.0,31.5,10.0,20.0,30 mins,4.85
457,57,Pumpkin Roll,Dessert,3.0,5.0,7.0,42.5,198.0,42.0,134.0,1.0,21.0,20.0,15.0,1 hr 35 mins,4.74
458,58,"Red, White and Blueberry Cheesecake Cupcakes",dessert,1.0,3.5,4.5,10.5,98.0,,29.5,0.5,7.5,10.0,,1 hr 35 mins,4.95
459,59,Key Lime Yogurt Pie,dessert,1.0,3.0,6.0,19.0,139.0,9.0,132.5,0.5,14.0,30.0,15.0,45 mins,4.82
460,60,Honey Lemon Bars with Whole Wheat Shortbread Crust,Breakfast,1.0,3.0,5.0,21.0,135.0,57.0,76.0,0.5,12.0,25.0,45.0,1 hr 10 mins,4.0
461,61,Yogurt Waffles,breakfast,1.0,7.5,2.0,34.0,195.0,63.0,532.0,0.2,2.0,5.0,20.0,25 mins,4.82
462,62,Banana Foster Crepes,dessert,1.0,4.5,4.5,35.5,185.0,42.5,49.0,2.0,19.0,5.0,30.0,35 mins,5.0
463,63,No Bake Peanut Butter Pie,dessert,1.0,2.5,10.0,30.0,215.0,,83.0,1.0,15.0,10.0,,3 hrs,4.72
464,64,Maple Pecan Cheesecake Shooters,dessert,1.0,4.0,14.5,16.0,213.0,17.0,128.0,1.0,16.0,15.0,0.0,15 mins,5.0
465,65,Cinnamon Apple Crisp,dessert,2.0,2.0,4.5,44.0,207.0,10.0,4.5,5.0,30.0,15.0,15.0,1 hr 30 mins,5.0
466,66,Banana Zucchini Cake with Cream Cheese Frosting,dessert,1.0,3.5,5.5,28.0,172.0,27.0,297.5,1.5,18.0,15.0,45.0,1 hr 20 mins,4.66
467,67,Cheesecake Brownies,Dessert,1.0,4.0,10.0,21.0,182.0,34.5,164.0,1.5,18.0,15.0,30.0,45 mins,4.49
468,68,Strawberry Crisp,Dessert,1.0,3.5,10.0,24.0,185.0,,38.0,4.0,18.5,15.0,40.0,55 mins,4.7
469,69,Mixed Berry Pie,Dessert,1.0,3.5,7.0,39.0,217.0,51.0,129.0,6.0,18.5,15.0,40.0,55 mins,5.0
470,70,Czech Crepes with Berries and Cream,breakfast,2.0,7.0,4.0,30.0,180.0,63.0,50.0,5.0,10.0,5.0,25.0,30 mins,4.89
471,71,Gingerbread Christmas Tree Cookies,Dessert,2.0,1.5,1.0,24.0,106.0,11.0,50.0,,13.5,20.0,10.0,2 hrs 30 mins,4.35
472,72,Delightfully Baked Apples,dessert,1.0,1.5,6.5,27.0,154.0,15.5,2.5,3.0,15.5,5.0,30.0,35 mins,4.81
473,73,Turmeric Golden Milk Popsicles,Dessert,1.0,0.1,4.5,10.0,84.0,,5.5,0.1,8.5,5.0,0.0,5 hrs 5 mins,5.0
474,74,No-Bake Strawberries and Cream Crêpe Cake,dessert,1.0,5.0,8.5,22.0,182.0,44.0,47.0,1.5,13.0,15.0,30.0,45 mins,5.0
475,75,Dark Chocolate Nut Clusters with Sea Salt,Dessert,1.0,1.0,5.0,3.0,54.0,,3.0,0.5,2.0,30.0,0.0,30 mins,5.0
476,76,Cranberry Bliss Bars,dessert,1.0,2.0,5.5,23.5,143.0,6.5,73.5,0.5,16.0,15.0,20.0,35 mins,4.57
477,77,Donut-Shaped Apple Snacks,Snacks,1.0,1.0,3.0,7.5,57.0,1.0,19.0,1.0,4.0,5.0,5.0,15 mins,5.0
478,78,Five-Ingredient Chocolate Cheesecake Cups,breakfast,1.0,1.5,4.0,6.0,65.0,20.0,48.0,,6.0,15.0,20.0,3 hrs 35 mins,4.0
479,79,Flourless Chocolate Cake,dessert,1.0,3.0,8.0,16.0,136.0,23.0,48.0,2.0,11.0,,,,4.89
480,80,Skinny Pumpkin Pie,dessert,1.0,3.0,5.0,25.0,137.0,23.5,114.0,1.5,16.5,10.0,10.0,1 hr 20 mins,4.43
481,81,Easy 3-Ingredient Low-Fat Graham Cracker Crust,Dessert,1.0,1.0,4.0,13.0,88.0,8.0,101.0,1.0,6.0,,,,5.0
482,82,No Bake Pumpkin Cheesecake,dessert,1.0,2.5,10.0,21.0,187.0,5.5,178.0,1.5,13.0,15.0,0.0,15 mins,4.95
483,83,Whipped Coconut Cream,dessert,2.0,0.5,7.0,4.0,77.0,,10.0,,3.0,,,,5.0
484,84,Gluten-Free S’mores Tartlets,dessert,2.0,4.0,10.0,27.0,199.0,37.0,111.0,2.0,18.0,15.0,,1 hr 15 mins,
485,85,Mixed Berry Tartlet with Dark Chocolate,Dessert,1.0,1.0,6.5,16.0,124.0,14.0,85.0,1.0,10.0,10.0,,55 mins,5.0
486,86,Grilled Peaches With Honey and Yogurt,dessert,1.0,2.0,,19.0,78.0,,5.0,2.0,18.0,5.0,20.0,25 mins,5.0
487,87,Sprinkle Dipped Meringues,Dessert,2.0,1.0,2.0,15.5,85.0,2.0,15.0,,5.0,25.0,,3 hrs,
488,88,Coconut Macaroon Nests,Dessert,2.0,3.0,8.0,20.0,158.0,2.0,25.0,1.0,19.0,20.0,40.0,1 hr,4.25
489,89,Coconut Obsessed Pie,Dessert,1.0,5.0,9.0,27.0,205.0,8.0,130.0,2.0,18.0,40.0,10.0,3 hrs 50 mins,
490,90,Deep Dish Chocolate Chip Cookie Pie,dessert,1.0,3.0,9.0,40.0,226.0,,262.0,6.0,25.0,20.0,35.0,55 mins,4.84
491,91,Poached Pears with Yogurt,dinner,1.0,2.0,1.0,29.0,134.0,,28.0,3.5,21.5,5.0,30.0,35 mins,
492,92,White Chocolate Oatmeal Lace Cookies,Dessert,2.0,1.0,4.0,12.5,84.0,6.5,8.5,,9.0,25.0,10.0,35 mins,4.5
493,93,Baked Pears with Walnuts and Honey,breakfast,1.0,1.5,5.0,17.0,110.5,,,3.0,12.0,5.0,30.0,35 mins,4.85
494,94,Pumpkin Butterscotch Bars,dessert,1.0,2.0,5.0,21.0,133.0,1.0,71.0,1.0,15.0,30.0,15.0,45 mins,4.85
495,95,Coconut Lime Raspberry Chia Pudding,dessert,1.0,4.0,10.0,15.0,157.0,,31.0,10.0,1.0,5.0,,6 hrs,4.84
496,96,Red White + Blue Fruit Pizza,dessert,1.0,2.0,5.0,24.5,144.0,10.0,77.0,1.5,17.0,45.0,15.0,1 hr,5.0
497,97,Citrus Basil Mojito Pops,Dessert,1.0,,,8.0,34.0,,1.0,,7.0,5.0,,4 hrs,
498,98,Avocado Coconut Popsicles,Dessert,1.0,1.0,4.5,11.0,84.5,,30.0,1.5,9.0,10.0,0.0,3 hrs 10 mins,3.0
499,99,Fruit Pizza,dessert,1.0,2.0,5.0,24.0,140.0,10.0,72.0,1.0,17.0,30.0,15.0,45 mins,
500,100,PB2 Flourless Chocolate Brownies,Dessert,1.0,6.0,5.0,26.0,131.0,20.0,217.0,3.0,20.0,10.0,30.0,40 mins,4.61
501,101,Amazing Flour-less Black Bean Brownies,Dessert,1.0,4.0,5.0,25.0,144.0,23.5,91.0,3.5,17.5,15.0,30.0,45 mins,4.84
502,102,Vanilla Bean Panna Cotta,dessert,1.0,5.0,7.0,20.0,158.0,25.0,48.0,1.0,19.0,10.0,25.0,4 hrs 35 mins,5.0
503,103,Dark Chocolate Oatmeal Lace Cookies,Dessert,1.0,1.0,3.0,10.0,66.0,6.0,7.0,,7.0,20.0,10.0,30 mins,4.58
504,104,Mini Sweet Potato Meringue Pie,appetizer,1.0,2.0,4.0,24.0,136.0,20.0,106.0,1.0,13.0,,32.0,1 hr 32 mins,4.5
505,105,Cranberry Swirl Cheesecake Squares,Dessert,1.0,6.0,10.0,22.0,197.0,,101.0,1.0,14.0,10.0,45.0,2 hrs 55 mins,4.63
506,106,Skinny Mummy Cake Balls,Dessert,1.0,1.5,4.0,15.0,102.5,2.0,68.0,,7.0,45.0,18.0,1 hr 48 mins,5.0
507,107,Candy Corn Fruit Parfaits,dessert,1.0,3.0,6.0,23.0,151.0,19.5,20.0,1.0,21.0,15.0,0.0,15 mins,
508,108,Coconut Mango Ice Pops,Dessert,1.0,,2.0,14.0,68.0,,2.0,1.0,13.0,15.0,0.0,10 mins,5.0
509,109,Tropical Fruit Salad,dessert,1.0,1.0,1.0,28.0,116.0,,4.0,3.5,20.0,15.0,0.0,15 mins,5.0
510,110,Mexican “Unfried” Ice Cream,dessert,1.0,7.5,2.5,30.0,149.5,45.0,248.0,4.0,11.5,30.0,,30 mins,5.0
511,111,Easter Egg Cake Pops,dessert,1.0,1.5,4.0,15.0,102.5,2.0,68.0,,7.0,40.0,20.0,2 hrs,
512,112,Chocolate Drizzled Coconut Macaroons,dessert,2.0,2.0,5.5,13.0,105.0,,15.0,1.0,12.0,30.0,45.0,1 hr 15 mins,5.0
513,113,St Patricks Day Cake Pops,Dessert,1.0,1.5,4.0,15.0,102.5,2.0,68.0,,7.0,,,2 hrs,
514,114,Shamrock Shake,dessert,1.0,7.0,6.0,23.0,169.5,2.0,90.5,2.5,19.0,10.0,0.0,10 mins,5.0
515,115,Valentine’s Day Cake Balls,dessert,1.0,1.5,4.0,15.0,102.5,2.0,68.0,,7.0,10.0,20.0,1 hr 45 mins,
516,116,Skinny Chocolate Parfaits,dinner,6.0,5.0,10.0,30.5,217.0,33.0,73.0,1.5,22.5,5.0,45.0,2 hrs 50 mins,5.0
517,117,Chocolate Raspberry Cheesecake,dessert,1.0,5.0,7.5,15.0,150.0,,57.5,0.5,10.0,15.0,30.0,45 mins,5.0
518,118,Skinny Eggnog Cake,dessert,1.0,2.5,5.0,32.0,188.0,0.3,204.0,0.5,4.3,15.0,30.0,45 mins,5.0
519,119,Skinny Frozen Hot Chocolate,Dessert,,7.0,1.0,20.0,111.0,3.0,166.0,1.0,18.0,10.0,,10 mins,
520,120,Skinny Cake Pops,Dessert,1.0,1.4,4.0,15.0,102.5,2.0,68.0,,7.0,,18.0,1 hr 18 mins,5.0
521,121,Dark Chocolate and Mint Chip Clouds,Dessert,2.0,1.0,5.0,23.0,130.5,,11.0,,22.0,20.0,45.0,1 hr 5 mins,5.0
522,122,Mini Pecan Phyllo Tarts,dessert,1.0,1.0,4.5,6.5,68.0,,23.0,0.5,4.0,5.0,10.0,15 mins,4.92
523,123,Guiltless Banana Ice Cream (Nice Cream),breakfast,1.0,1.0,,27.0,105.0,,1.0,3.0,14.0,10.0,0.0,10 mins,5.0
524,124,Pumpkin Hazelnut White Chocolate Biscotti,Dessert,1.0,2.0,4.0,15.5,101.5,15.5,40.0,0.5,8.0,20.0,25.0,45 mins,5.0
525,125,Pumpkin Cheesecake Shooters,dessert,1.0,1.0,4.0,11.5,78.0,5.0,16.5,,7.5,30.0,0.0,30 mins,5.0
526,126,Spooky Spider Halloween Cupcakes,Dessert,1.0,1.5,3.5,26.0,139.5,,291.0,2.0,17.0,10.0,20.0,50 mins,
527,127,Oatmeal Raisin Walnut Cookies,Dessert,2.0,3.0,4.5,31.5,172.0,16.5,119.0,2.0,16.5,20.0,20.0,40 mins,3.0
528,128,Raspberry Blueberry Gazpacho with Fresh Mint,dessert,1.0,3.0,0.3,32.0,139.0,,37.0,5.4,22.8,10.0,,4 hrs,5.0
529,129,Guiltless Banana Split in a Jar,Dessert,1.0,3.5,1.3,36.0,169.0,5.0,62.0,1.8,27.5,5.0,,5 mins,
530,130,Cherry Custard,dessert,1.0,5.5,2.6,27.8,156.0,93.5,204.0,1.3,8.8,15.0,,45 mins,5.0
531,131,Cherry Lime Ice Pops,Dessert,1.0,1.3,0.2,31.0,122.0,,0.2,2.4,27.0,10.0,5.0,2 hrs 15 mins,4.75
532,132,"Frozen Mango, Kiwi, Raspberry Fruit Pops",Dessert,1.0,1.0,0.5,22.0,91.5,,1.8,4.0,11.0,15.0,5.0,20 mins,5.0
533,133,Frozen Banana Pop,Dessert,1.0,0.3,4.9,15.0,99.0,,0.3,1.7,10.0,20.0,0.0,2 hrs 20 mins,
534,134,Skinny Chocolate Chip Fro-Yo Sandwiches,Dessert,1.0,3.0,3.0,38.0,168.5,,88.5,1.0,27.5,15.0,,1 hr,
535,135,Very Berry Banana Fro Yo Shake,dessert,1.0,5.6,2.1,48.0,211.7,,90.6,5.7,26.3,5.0,,5 mins,
536,136,Coconut Cupcakes,Dessert,1.0,2.5,6.5,31.0,196.0,1.3,150.0,1.0,11.5,30.0,25.0,1 hr 30 mins,5.0
537,137,Rainbow Fruit Skewers with Yogurt Fruit Dip,dessert,1.0,5.2,,12.0,65.4,,23.3,,11.9,10.0,,10 mins,
538,138,Chocolate Stout Cupcakes with Bailey’s Irish Cream Cheese Frosting,Dessert,1.0,3.5,6.5,31.0,189.0,,214.5,1.5,19.5,20.0,30.0,50 mins,4.93
539,139,Homemade Skinny Chocolate Cake,dessert,2.0,3.0,3.0,33.0,163.0,9.5,335.0,1.5,19.5,20.0,40.0,1 hr,5.0
540,140,Brownie Batter Pancakes,breakfast,6.0,5.5,2.5,32.0,172.0,,241.5,6.5,4.5,10.0,15.0,25 mins,2.34
541,141,Cranberry Pistachio Biscotti,Breakfast,1.0,1.5,2.1,10.3,65.2,10.0,24.4,0.3,5.0,15.0,30.0,45 mins,4.8
542,142,Vanilla Bean Sugar,Dessert,,,,,,,,,,10.0,,10 mins,
543,143,Rudolph the Red Velvet Cupcake,Dessert,1.0,2.5,2.8,29.6,151.0,1.6,190.5,0.8,20.4,30.0,25.0,1 hr,3.0
544,144,Gingerbread Cookies,Dessert,2.0,1.9,1.7,29.8,133.0,11.6,61.8,0.2,15.3,20.0,10.0,2 hrs 30 mins,4.7
545,145,S’mores Pops,Dessert,1.0,0.7,2.4,15.9,84.3,,61.5,0.8,11.0,35.0,,35 mins,
546,146,Homemade Vanilla Bean Marshmallows,Dessert,2.0,0.4,,13.0,52.0,,13.0,,13.0,35.0,5.0,40 mins,4.0
547,147,Vanilla Snowman Cupcakes with Vanilla Icing,dessert,1.0,2.1,2.7,27.3,143.5,,143.2,,19.6,30.0,25.0,1 hr,5.0
548,148,Skinny No-Bake Chocolate Peanut Butter Cookies,breakfast,2.0,3.1,2.3,18.8,105.9,0.1,12.2,2.3,7.9,25.0,2.0,30 mins,3.0
549,149,Pumpkin Hazelnut Custard (Clafoutis),dessert,1.0,5.0,4.0,24.0,149.0,56.5,71.5,1.0,18.0,10.0,30.0,40 mins,4.5
550,150,Frozen Chocolate Banana Ghost Pops,dessert,1.0,1.5,5.0,14.5,103.0,1.5,14.0,1.0,11.5,,20.0,2 hrs 20 mins,5.0
551,151,Chocolate Mummy Cupcakes,Dessert,1.0,1.0,3.7,32.0,165.0,0.1,301.0,1.5,23.5,45.0,25.0,1 hr 10 mins,2.0
552,152,Super Moist Low Fat Chocolate Cupcakes with Chocolate Glaze,Dessert,1.0,1.0,2.5,20.0,104.5,,288.5,1.5,12.5,,,1 hr,4.63
553,153,Pumpkin Ice Cream,breakfast,1.0,4.0,1.0,31.0,153.0,5.5,165.0,0.5,29.0,15.0,15.0,1 hr 30 mins,5.0
554,154,Meringue Ghosts,Dessert,1.0,0.4,0.3,6.1,27.5,,6.4,0.1,5.9,30.0,30.0,2 hrs,
555,155,Pumpkin Spice Cookies,Dessert,2.0,1.4,5.0,34.7,171.4,5.0,113.0,1.5,25.4,35.0,10.0,45 mins,4.5
556,156,Pumpkin Swirl Cheesecake Yogurt Cupcakes,Dessert,1.0,4.0,5.0,16.0,117.0,2.0,24.0,0.5,12.5,25.0,25.0,50 mins,5.0
557,157,Pumpkin Cupcakes with Pumpkin Cream Cheese Frosting,Dessert,1.0,1.5,3.0,23.0,121.0,,142.5,0.5,14.0,20.0,20.0,55 mins,4.3
558,158,Pineapple Zucchini Cupcakes with Cream Cheese Frosting,Dessert,1.0,3.0,6.5,31.1,197.8,20.5,284.2,1.7,21.7,35.0,23.0,1 hr,5.0
559,159,Chocolate Sorbet,dinner,1.0,1.7,1.2,24.7,97.7,,1.7,2.9,20.2,,,,4.67
560,160,Piña Colada Sorbet,dinner,1.0,,1.5,20.0,91.0,,0.5,0.5,18.5,30.0,0.0,1 hr 30 mins,5.0
561,161,Skinny Strawberry Fool,dessert,3.0,5.9,7.2,35.1,222.8,,52.0,2.1,,,,,
562,162,Pink Lemonade Confetti Cupcakes,Dessert,1.0,1.0,2.5,17.5,97.5,,103.5,,10.0,15.0,25.0,40 mins,5.0
563,163,Cherry Sorbet,Dessert,1.0,1.0,0.5,37.0,136.0,,5.0,2.5,31.0,,,,3.0
564,164,Sweet Light Angel Food Cupcakes with Meringue Icing,Dessert,1.0,4.0,,26.5,122.0,,,,21.5,,,50 mins,4.0
565,165,Strawberry Rhubarb Compote,breakfast,1.0,0.6,,8.0,33.0,,,1.7,5.0,,,,5.0
566,166,Bananas Foster Topped Overnight French Toast,Dessert,1.0,10.5,5.0,59.0,295.0,50.0,115.0,1.5,32.0,10.0,40.0,8 hrs 50 mins,5.0
567,167,Piña Colada Cupcakes,dessert,1.0,1.0,4.0,27.0,153.5,,,1.5,16.5,,,45 mins,4.25
568,168,Pineapple Bliss Cupcakes,Dessert,1.0,0.5,0.8,20.9,93.5,,,0.2,12.2,,,,5.0
569,169,Banana Nut Oatmeal Cookies,Dessert,2.0,3.5,7.0,28.0,176.0,,,1.6,14.0,,,,4.84
570,170,Healthy Creme Brulee,breakfast,1.0,7.0,,35.0,168.0,5.0,120.0,0.5,31.0,5.0,5.0,10 mins,5.0
571,171,Black and White Chocolate Chip Meringues,Dessert,1.0,1.0,2.1,8.2,55.6,,6.0,0.8,7.9,15.0,40.0,1 hr,4.8
572,172,Strawberry Swirl Cheesecake,dessert,1.0,6.0,5.5,15.0,133.0,16.0,135.0,0.5,8.5,15.0,30.0,45 mins,4.17
573,173,Dark Chocolate Chunk Bread Pudding,dessert,1.0,9.0,11.0,34.0,277.0,110.0,68.0,3.0,17.0,10.0,,1 hr 15 mins,5.0
574,174,Chocolate Chocolate Chip Biscotti,lunch,1.0,1.9,2.9,18.2,100.9,17.5,41.0,1.1,10.0,15.0,30.0,45 mins,4.0
575,175,Strawberry Kiwi Pavlova,dessert,1.0,3.5,0.5,51.0,221.5,,50.0,3.0,38.0,15.0,,1 hr 15 mins,
576,176,Chocolate Ricotta Mousse,dessert,1.0,11.0,7.0,18.0,166.0,38.0,180.0,1.0,25.0,12.0,3.0,3 hrs 15 mins,5.0
577,177,No-Bake Fudge Snow Balls,dessert,1.0,2.0,4.0,9.0,70.0,,,2.0,,20.0,0.0,20 mins,5.0
578,178,Pumpkin Spiced Crepes with Pumpkin Butter,breakfast,1.0,3.8,1.1,23.5,107.1,18.3,33.4,1.7,0.1,,,,
579,179,Low Fat Rice Krispy Treats,dessert,1.0,0.8,0.7,18.9,84.4,,,,,,,,5.0
580,180,Phyllo Fruit Tart,dessert,1.0,4.5,6.0,26.0,183.0,,,3.0,,,,,
581,181,Creamy Grape Salad Dessert,Dessert,1.0,5.5,8.0,34.0,171.0,,,1.5,,10.0,0.0,10 mins,5.0
582,182,Fruit Kabobs,dessert,,,,,,,,,,,,,
583,183,Low Fat Strawberry No-Bake Cheesecake,dessert,1.0,3.1,9.6,29.9,233.5,,,1.5,,,,,5.0
584,184,Low Fat Banana Fritters,Dessert,4.0,3.2,3.0,22.7,124.8,,,1.5,,,,,5.0
585,185,Red Velvet Cupcakes,Dessert,1.0,3.0,4.0,23.5,137.0,18.0,170.5,1.0,13.5,20.0,25.0,1 hr,5.0
586,186,Chocolate Crepes with Strawberries,breakfast,1.0,3.5,1.5,24.0,139.5,17.0,36.5,1.0,13.5,10.0,35.0,45 mins,5.0
587,187,Chocolate Covered Strawberries,dessert,1.0,0.5,3.0,6.8,49.0,,1.2,0.8,5.5,20.0,,20 mins,
588,188,Chocolate Banana Soufflés,Dessert,6.0,4.8,3.6,23.5,131.2,106.0,33.0,3.2,14.0,15.0,15.0,30 mins,4.25
589,189,Banana Cream Pie,dessert,1.0,2.5,11.5,34.5,255.0,13.0,163.5,2.0,20.5,,,,4.5
590,190,Pineapple Zucchini Cake with Cream Cheese Frosting,Dessert,1.0,3.5,8.0,30.0,228.0,27.0,298.5,2.0,26.0,30.0,35.0,1 hr,4.84
591,191,Low Fat Cream Cheese Frosting,Dessert,,1.0,3.0,8.0,64.9,,,2.0,7.4,,,,5.0
592,192,Super Light Blueberry Cream Pie,dinner,1.0,3.0,9.0,33.0,230.0,1.5,128.5,2.0,19.0,10.0,,1 hr 10 mins,5.0
593,193,Coconut Cream Pops,Dessert,,2.8,4.5,13.6,106.3,,,0.4,10.7,,,,5.0
594,194,Blueberry Compote,Breakfast,2.0,0.5,,22.7,89.0,,,2.0,,,,,5.0
595,195,No-Bake Cheesecake,dessert,1.0,3.0,12.0,23.0,181.0,14.5,168.0,1.0,6.5,20.0,0.0,3 hrs 20 mins,5.0
596,196,Strawberries and Cream,dessert,3.0,0.3,1.7,6.8,31.2,,,1.2,5.8,,,,
597,197,Banana Apricot Puff Pastry Tarts,dessert,1.0,,,,,,,,,,,40 mins,2.5
598,198,Black Bean Brownies,Dessert,1.0,2.9,2.6,28.0,138.1,,,1.8,,,,,4.71
599,0,Carrot Banana Protein Smoothie,breakfast,1.0,28.5,6.5,34.0,294.0,,290.5,7.0,17.5,5.0,0.0,5 mins,4.84
600,1,Grapefruit-Ginger Kombucha Mocktail,,1.0,0.5,0.5,15.0,66.0,,1.5,0.5,12.5,,,,5.0
601,2,Peanut Butter and Jelly Smoothie,lunch,1.0,6.0,11.0,29.0,222.0,,216.0,8.0,19.0,5.0,0.0,5 mins,5.0
602,3,Orange Moscow Mule Mocktail,,1.0,1.0,,27.0,104.0,,,3.0,20.5,5.0,0.0,5 mins,5.0
603,4,Zero-Proof Jalapeño Paloma,,1.0,0.5,,17.0,66.0,16.0,1.0,,14.0,5.0,0.0,5 mins,5.0
604,5,Virgin Bloody Mary,appetizer,2.0,1.0,0.5,7.0,33.0,,295.0,1.5,4.5,10.0,0.0,10 mins,4.91
605,6,Citrus Immunity Shots,,1.0,0.5,,6.0,25.0,,0.5,1.0,4.0,10.0,0.0,10 mins,4.67
606,7,Boozy Watermelon Lime Granita,dessert,1.0,0.5,0.5,,109.0,,2.0,0.5,11.5,,0.0,3 hrs,5.0
607,8,Tropical Mango Blueberry Lassi,Breakfast,1.0,8.0,6.0,34.5,215.0,2.5,221.0,5.0,24.5,5.0,0.0,5 mins,4.6
608,9,Green Apple Lemon Cucumber Ginger Smoothie,Breakfast,1.0,2.0,0.5,30.5,110.0,,20.0,6.5,18.0,10.0,,10 mins,4.29
609,10,Basil Cucumber Gin Cooler,,1.0,,,7.0,137.0,,7.0,,5.0,10.0,0.0,10 mins,5.0
610,11,Summer Mango Stone Fruit Smoothie,Breakfast,1.0,2.0,0.5,35.0,122.0,,20.0,4.0,24.0,20.0,,20 mins,
611,12,Chia Watermelon Fresca,,1.0,5.0,6.0,22.0,6.0,,5.0,6.0,15.0,5.0,,5 mins,5.0
612,13,Pina Banana Colada Smoothie,breakfast,1.0,2.0,6.0,27.0,160.0,,95.0,4.0,18.0,5.0,,5 mins,4.75
613,14,Bali Banana Date Smoothie,Breakfast,1.0,5.0,1.0,39.0,195.0,6.0,136.0,3.0,31.0,1.0,4.0,5 mins,4.75
614,15,Superfood PB Banana and Cacao Green Smoothie,breakfast,1.0,6.0,11.5,21.0,188.0,,210.0,6.5,8.5,5.0,,5 mins,4.34
615,16,Roasted Strawberry Protein Smoothie,cottage cheese,1.0,16.0,3.4,33.0,213.0,5.5,360.0,7.5,27.0,3.0,12.0,15 mins,4.63
616,17,"Kale, Banana, Chia, Hemp Superfood Smoothie",breakfast,1.0,8.0,10.0,30.0,220.0,,158.0,8.0,14.0,5.0,,5 mins,4.75
617,18,Blueberry Kale Smoothie,Breakfast,1.0,9.0,12.0,51.0,312.0,,241.0,10.0,31.0,5.0,,5 mins,
618,19,Blueberry Banana Oatmeal Smoothie,breakfast,1.0,3.0,2.0,38.0,180.0,,52.5,4.0,8.0,5.0,,5 mins,4.0
619,20,Watermelon Agua Fresca,lunch,1.0,1.5,1.0,16.5,73.0,,4.5,1.0,15.0,10.0,,10 mins,5.0
620,21,Matcha Green Tea Shots,,2.0,1.0,2.0,10.0,55.0,,76.0,1.0,9.0,5.0,,5 mins,5.0
621,22,Peach Banana Green Smoothie with Hemp Seeds,breakfast,16.0,7.0,8.0,31.0,205.0,,170.0,6.0,20.0,,,,4.34
622,23,Mango Banana Hemp Seed Green Smoothie,Breakfast,16.0,5.0,6.0,27.0,173.5,,171.0,4.5,15.5,10.0,,10 mins,
623,24,Tropical Papaya Batido Fruit Shake,breakfast,,3.0,1.0,49.0,205.0,,6.0,4.0,35.5,10.0,,10 mins,
624,25,Shamrock Shake,dessert,1.0,7.0,6.0,23.0,169.5,2.0,90.5,2.5,19.0,10.0,0.0,10 mins,5.0
625,26,Blueberry Banana PB Smoothie,Breakfast,1.0,13.0,4.0,48.5,261.0,,212.4,8.0,26.5,5.0,,5 mins,4.89
626,27,Skinny Frozen Hot Chocolate,Dessert,,7.0,1.0,20.0,111.0,3.0,166.0,1.0,18.0,10.0,,10 mins,
627,28,Iced Green Tea Mojito,,1.0,0.5,0.5,11.0,110.0,,4.0,0.5,9.0,10.0,,10 mins,
628,29,Very Berry Banana Fro Yo Shake,dessert,1.0,5.6,2.1,48.0,211.7,,90.6,5.7,26.3,5.0,,5 mins,
629,30,Citrus Margarita Spritzer,,1.0,0.5,0.5,12.0,137.0,,13.5,0.5,9.0,5.0,,5 mins,5.0
630,31,Celery Cilantro Cocktail,,1.0,0.2,,19.9,135.0,,15.8,1.2,15.8,10.0,,10 mins,
631,32,Skinny Green Tropical Smoothie,Breakfast,1.0,10.2,7.7,30.2,228.0,,70.5,3.9,19.4,5.0,,5 mins,4.5
632,33,Watermelon Martini,,6.0,1.0,0.5,11.5,90.5,,2.5,0.5,7.5,15.0,,15 mins,
633,34,Colombian Salpicón,dessert,1.0,0.5,0.5,14.0,52.0,,10.0,2.0,7.0,15.0,0.0,15 mins,5.0
634,35,Freshly Brewed Ice Tea with Fresh Mint,,1.0,,,0.8,3.0,,0.1,,0.2,,,,3.0
635,36,Horchata,Breakfast,1.0,3.0,0.5,31.5,138.0,1.0,30.5,1.5,2.5,10.0,0.0,8 hrs 10 mins,5.0
636,37,Healthy Pumpkin Oatmeal Smoothie,breakfast,1.0,3.8,0.9,21.5,95.0,1.3,30.0,2.6,11.0,10.0,5.0,15 mins,5.0
637,38,Pumpkin Smoothie,breakfast,1.0,10.6,0.5,40.0,185.5,1.2,66.8,2.6,10.2,5.0,0.0,5 mins,4.67
638,39,Skinny Pumpkin Spice Latte,breakfast,1.0,6.6,0.4,20.8,115.6,3.7,100.0,0.7,4.7,10.0,5.0,15 mins,5.0
639,40,Nojito (Virgin Mojito Mocktail),,1.0,0.5,0.1,15.2,58.5,,,0.9,,,,,
640,41,Skinny Margarita,,1.0,0.2,,3.3,185.5,,1.0,0.2,1.0,5.0,,5 mins,
641,42,Mango Peach Smoothie,Breakfast,1.0,2.3,0.3,26.0,99.7,,,5.0,,,,,5.0
642,43,Triple Berry Smoothie,breakfast,1.0,9.4,0.3,9.7,75.9,,40.3,2.7,6.0,,,,
643,44,Very Blueberry Smoothie,Breakfast,1.0,3.4,,16.2,80.5,,,3.0,,,,,
644,45,Pomegranate Martini,,4.0,0.4,,13.1,117.0,,11.5,,13.0,3.0,,3 mins,
645,46,Skinny Eggnog Latte,,,,,,73.0,,,,,,,,
646,47,Skinny Eggnog,,1.0,5.3,2.5,15.3,106.7,,,,,,,,4.5
