,Unnamed: 0,Recipe_Name,Type,Serving,Protein,Fat,Carbs,Calories,cholesterol,sodium,fiber,sugar,Prepare time,cooking time,Total_Time,Ratings
647,48,Mango Lassi,Breakfast,1.0,9.2,0.3,26.7,138.7,1.5,22.5,1.3,,5.0,,5 mins,4.75
648,49,Wine Spritzer,dinner,4.0,,,0.5,40.0,,15.5,,,2.0,,2 mins,
649,50,Mango Bellini,Breakfast,1.0,,,3.5,86.5,,,,1.5,3.0,,3 mins,
650,51,Skinny Cuban Mojito,,1.0,,,5.0,102.0,,44.5,,0.5,5.0,,5 mins,3.0
651,0,Italian Shrimp Salad,lunch,1.0,20.0,11.5,5.0,198.0,152.0,442.5,1.5,1.0,20.0,0.0,3 hrs 20 mins,4.86
652,1,Deviled Eggs,appetizer,2.0,6.3,7.5,1.0,96.8,187.0,156.1,,0.3,10.0,15.0,25 mins,4.78
653,2,Spanish Tortilla with Pimenton Aioli,appetizer,1.0,9.0,14.5,21.5,247.0,188.0,363.5,2.0,2.5,15.0,,1 hr 15 mins,4.44
654,3,Crispy Butter Beans,appetizer,1.0,8.5,8.0,27.5,187.0,,777.0,8.5,3.0,5.0,15.0,20 mins,4.34
655,4,Bloody Mary Deviled Eggs,Appetizer,2.0,9.0,7.5,1.5,113.0,197.5,1289.5,0.5,1.0,15.0,20.0,35 mins,5.0
656,5,White Bean Crostini,Appetizer,2.0,3.0,2.0,10.0,67.0,,144.0,1.5,0.5,10.0,5.0,15 mins,5.0
657,6,Cacio e Pepe Cheese Crisps,appetizer,2.0,3.5,4.0,1.0,58.0,13.5,255.5,,,10.0,10.0,30 mins,5.0
658,7,Sugar Plum Baked Brie Bites,appetizer,1.0,2.5,5.0,6.0,78.0,9.5,133.0,,2.0,15.0,15.0,30 mins,5.0
659,8,Spinach-Artichoke Crostini,appetizer,2.0,4.5,2.5,15.0,97.0,7.5,219.0,2.0,2.0,10.0,20.0,30 mins,4.67
660,9,Mummy Hot Dogs,appetizer,1.0,6.0,2.5,8.0,81.0,15.5,342.0,0.5,0.5,30.0,12.0,52 mins,5.0
661,10,Mummy Jalapeno Poppers,appetizer,1.0,4.0,2.0,8.0,65.0,7.0,162.5,0.5,1.0,30.0,30.0,1 hr,5.0
662,11,Hummus,Appetizer,1.0,10.0,12.0,28.5,252.0,,447.5,7.5,4.5,15.0,0.0,15 mins,4.95
663,12,Corn Salsa,Appetizer,1.0,2.0,0.5,12.0,57.0,,10.0,2.0,4.0,15.0,0.0,1 hr 15 mins,5.0
664,13,Spicy Salmon Sushi Pizza,Dinner,1.0,24.5,26.5,17.0,403.0,68.0,527.0,4.5,2.0,5.0,12.0,20 mins,5.0
665,14,Grilled Pesto Chicken and Tomato Kebabs,dinner,1.0,18.0,7.5,3.0,147.0,2.5,104.0,1.0,,10.0,10.0,1 hr 20 mins,5.0
666,15,Vegetable Charcuterie Board,asparagus,,,,,,,,,,20.0,0.0,20 mins,5.0
667,16,Chicken Summer Rolls,Appetizer,2.0,23.0,16.0,30.0,299.0,98.0,899.5,2.0,6.0,10.0,30.0,40 mins,4.84
668,17,Artichoke Dip,appetizer,1.0,4.5,4.0,4.8,73.7,,,0.7,,5.0,20.0,25 mins,5.0
669,18,Best Guacamole Recipe,Appetizer,1.0,1.0,8.0,6.0,93.0,,75.0,4.0,,5.0,0.0,5 mins,5.0
670,19,Pico de Gallo,Appetizer,1.0,1.0,0.5,8.0,36.5,,13.0,1.5,0.3,5.0,0.0,5 mins,5.0
671,20,Chicken Satay with Spicy Peanut Sauce,boneless chicken thighs,4.0,34.5,9.0,8.0,265.0,103.5,918.5,1.0,5.5,20.0,10.0,40 mins,4.87
672,21,How To Make a Colorful Crudite Platter,appetizer,,,,,,,,,,20.0,0.0,15 mins,
673,22,Baked Salmon Cakes,appetizer,1.0,7.0,3.0,8.0,87.0,23.0,297.0,1.0,1.0,5.0,25.0,30 mins,4.91
674,23,Buffalo Chicken Dip,appetizer,1.0,15.0,6.5,4.5,121.0,48.0,707.0,,2.5,10.0,30.0,40 mins,4.94
675,24,Baked Buffalo Chicken Jalapeño Poppers,appetizer,2.0,7.0,5.0,5.0,92.0,14.0,346.0,1.0,1.0,20.0,25.0,45 mins,5.0
676,25,"Loaded Nachos with Ground Turkey, Beans and Cheese",appetizer,1.0,28.0,17.5,45.0,386.0,32.0,990.0,1.5,8.5,10.0,15.0,25 mins,4.96
677,26,Buffalo Chicken Meatballs,dinner,1.0,4.0,2.0,1.0,37.0,26.0,135.0,,,15.0,20.0,35 mins,4.92
678,27,Tortilla Encrusted Chicken Tenders,Appetizer,2.0,34.0,11.0,22.0,331.0,137.0,695.0,1.5,2.0,5.0,,25 mins,4.95
679,28,Breaded Shrimp,Dinner,1.0,20.0,3.0,10.0,149.0,145.0,934.5,0.5,1.0,15.0,10.0,25 mins,4.86
680,29,Whipped Feta Dip,appetizer,1.0,7.5,13.0,2.5,155.0,36.0,437.0,0.5,0.5,15.0,0.0,15 mins,4.91
681,30,Spinach Dip Stuffed Mushrooms,appetizer,3.0,7.0,7.0,5.0,105.0,20.0,219.0,1.0,2.0,15.0,25.0,40 mins,5.0
682,31,"Veggie Stromboli with Mushroom, Spinach and Mozzarella",appetizer,1.0,11.0,6.0,31.5,217.5,7.5,519.5,1.5,3.5,20.0,35.0,55 mins,5.0
683,32,Butternut Squash Galette,dinner,1.0,5.5,15.5,32.0,274.0,43.5,410.0,2.0,7.0,30.0,,1 hr 30 mins,5.0
684,33,How To Make a Charcuterie Board,appetizer,,,,,,,,,,30.0,0.0,30 mins,4.78
685,34,Greek Yogurt Caesar Dip,,1.0,4.5,4.0,3.5,68.0,9.0,207.0,0.5,1.5,10.0,0.0,25 mins,5.0
686,35,Oysters Rockefeller,appetizer,2.0,11.0,4.5,7.5,116.0,55.5,167.5,0.5,1.0,20.0,10.0,30 mins,5.0
687,36,Asian Chicken Lettuce Wraps,Lettuce Wraps,1.0,8.5,3.0,9.5,102.0,32.0,344.0,1.0,4.5,10.0,40.0,50 mins,5.0
688,37,Everything Bagel Pigs in a Blanket,snacks,2.0,12.0,5.0,14.0,160.0,32.0,755.0,0.5,1.0,20.0,25.0,55 mins,5.0
689,38,Pizza Sausage Rolls,dinner,1.0,22.0,10.0,30.0,302.0,51.0,957.0,1.5,4.0,20.0,30.0,50 mins,4.91
690,39,Baked Mexican Layer Dip,appetizer,1.0,15.5,8.5,11.5,173.0,37.0,550.5,3.5,2.0,10.0,50.0,1 hr,4.77
691,40,Tuna Tartare,appetizer,1.0,11.0,6.5,2.5,114.0,16.0,342.5,1.5,0.5,10.0,0.0,10 mins,5.0
692,41,Air Fryer Popcorn Chicken,appetizer,15.0,30.0,8.0,21.0,283.0,129.0,385.0,1.5,2.0,30.0,10.0,40 mins,4.94
693,42,"Black Bean, Avocado, Cucumber and Tomato Salad",lunch,1.0,3.5,4.0,12.5,94.0,,152.0,4.0,1.5,10.0,0.0,10 mins,4.67
694,43,Air Fryer Empanadas,lunch,1.0,11.0,5.0,22.0,183.0,16.0,196.0,1.0,2.5,10.0,16.0,30 mins,4.82
695,44,Greek Turkey Meatballs,appetizer,4.0,27.0,11.0,13.5,254.0,,,3.5,,10.0,15.0,25 mins,4.82
696,45,Tuna Croquettes (Baked or Air Fryer),canned tuna,2.0,22.5,3.5,21.5,215.0,69.0,426.5,1.5,1.5,10.0,40.0,1 hr,4.8
697,46,Mini Bell Pepper Loaded Turkey “Nachos”,lunch,7.0,18.0,11.0,6.5,187.0,62.0,418.0,1.0,0.5,15.0,25.0,40 mins,4.91
698,47,Spinach and Bacon Stuffed Mushrooms,Appetizer,1.0,3.0,1.5,3.0,34.5,2.5,58.5,1.0,0.5,15.0,30.0,45 mins,4.91
699,48,Air Fryer Buffalo Chicken Nuggets,lunch,,27.0,3.0,9.5,180.0,83.0,501.5,0.5,1.0,5.0,16.0,21 mins,4.95
700,49,Jalapeno Poppers,appetizer,2.0,4.0,2.5,3.5,52.0,10.0,92.0,0.5,1.5,15.0,20.0,35 mins,4.93
701,50,Jalapeno Popper “Nachos”,appetizer,2.0,10.0,6.5,3.0,111.0,25.5,262.0,1.0,2.0,15.0,30.0,45 mins,4.93
702,51,Pepperoni Pizza Bites,appetizer,4.0,18.0,9.5,31.0,286.0,30.0,974.0,1.5,4.0,10.0,30.0,40 mins,4.81
703,52,Sausage and Broccoli Rabe Egg Rolls (Air Fryer or Oven),appetizer,1.0,10.0,3.5,15.0,136.0,29.5,465.0,1.0,1.0,15.0,30.0,45 mins,4.5
704,53,Chilled Calamari Salad with Lemon and Parsley,appetizer,1.0,18.0,2.0,8.0,122.0,,66.0,0.9,1.2,10.0,5.0,15 mins,5.0
705,54,Drunken Mussels,appetizer,11.0,29.0,12.0,11.0,307.0,75.5,858.5,0.5,0.5,10.0,15.0,25 mins,5.0
706,55,Waffled Vegetable Latkes,Appetizer,2.0,9.0,4.0,35.0,205.0,139.5,575.5,6.0,6.0,25.0,5.0,30 mins,4.75
707,56,Baked Brie Phyllo Tarts with Craisins and Walnuts,appetizer,1.0,2.0,3.0,6.5,60.0,,59.0,0.5,4.0,8.0,7.0,15 mins,5.0
708,57,Sausage and Pepper Stromboli (Stuffed Sausage Bread),appetizer,1.0,12.5,5.5,43.5,272.0,20.5,671.0,1.5,1.0,10.0,50.0,2 hrs,5.0
709,58,Shrimp Ceviche,appetizer,1.0,24.0,2.0,7.0,147.0,167.0,553.0,1.0,2.0,10.0,0.0,30 mins,5.0
710,59,Shrimp Egg Rolls (Air Fryer or Baked),Appetizer,1.0,11.0,3.0,16.0,137.0,,414.0,1.0,1.5,10.0,15.0,25 mins,4.93
711,60,Asparagus and Feta Tartlet with Phyllo Crust,Asparagus,1.0,4.5,5.0,7.5,91.0,73.5,170.0,0.5,1.5,15.0,35.0,50 mins,4.62
712,61,Spicy Crunchy Tuna Tartare,appetizer,1.0,18.6,10.3,7.9,197.6,,,3.1,,15.0,0.0,15 mins,5.0
713,62,Air Fryer Lobster Jalapeño Empanadas,lunch,1.0,9.5,5.0,21.5,165.0,56.0,252.0,1.0,2.0,10.0,20.0,30 mins,
714,63,Air Fryer Buffalo Chicken Zucchini Skins,appetizer,1.0,9.5,3.0,3.5,80.0,25.5,452.5,1.0,2.0,15.0,10.0,25 mins,5.0
715,64,Caramelized Onion Empanadas (Chilean pequenes),appetizer,2.0,5.0,9.5,29.0,218.0,41.5,497.0,3.0,6.0,25.0,50.0,1 hr 15 mins,4.13
716,65,Pastrami Reuben Egg Rolls,appetizer,2.0,23.0,9.5,44.0,360.0,50.0,1297.0,3.0,3.0,15.0,10.0,25 mins,4.97
717,66,Pumpkin Pie Dip,appetizer,1.0,2.0,4.0,21.0,105.0,1.0,10.0,1.0,17.0,15.0,0.0,15 mins,4.93
718,67,Easy Crustless Spinach and Feta Pie,appetizer,1.0,9.0,5.0,12.0,126.0,69.0,433.0,2.5,1.5,10.0,30.0,40 mins,4.6
719,68,Salmon Croquettes with Dill Sauce,appetizer,1.0,26.0,16.0,4.5,278.0,169.0,542.0,0.5,1.0,20.0,10.0,30 mins,3.96
720,69,The Best Baba Ganoush,appetizer,1.0,2.5,9.0,15.5,140.0,,743.5,4.5,5.0,5.0,25.0,30 mins,4.7
721,70,Jamaican Beef Patties,Appetizer,1.0,11.5,4.5,25.0,191.0,29.0,412.0,2.0,1.0,30.0,30.0,2 hrs,3.96
722,71,Avocado Mango Salsa,appetizer,1.0,1.5,6.0,11.5,96.0,,6.5,3.0,7.0,5.0,0.0,5 mins,4.95
723,72,Eggplant Sticks (Baked or Air Fryer),appetizer,1.0,4.5,3.0,12.0,87.0,2.0,441.0,2.5,1.0,10.0,15.0,25 mins,4.92
724,73,Whole Roasted Baby Cauliflower,appetizer,1.0,1.5,3.5,3.5,46.5,,600.0,1.5,1.5,5.0,40.0,45 mins,4.77
725,74,Air Fryer Bacon-Burger Bites,appetizer,2.0,13.5,6.5,2.0,125.0,39.5,521.5,0.5,0.5,10.0,20.0,30 mins,4.91
726,75,Stuffed Mushrooms with Broccoli Rabe and Sausage,appetizer,3.0,13.0,5.5,6.0,121.0,45.0,422.0,1.0,1.5,15.0,50.0,1 hr 5 mins,5.0
727,76,Baked Turkey Croquettes,Dinner,3.0,13.8,6.2,26.9,217.0,60.5,713.5,2.7,2.0,20.0,15.0,35 mins,4.69
728,77,Prosciutto Wrapped Figs with Blue Cheese (Grill or Air Fryer),appetizer,2.0,7.5,10.5,27.0,221.0,20.5,572.0,4.0,22.0,10.0,5.0,15 mins,5.0
729,78,Air Fryer Bacon Wrapped Scallops,dinner,4.0,20.0,4.0,3.5,138.0,32.0,654.0,,,5.0,20.0,25 mins,4.82
730,79,Caprese Salad,appetizer,1.0,6.5,7.5,2.0,100.0,22.5,180.0,0.5,0.5,5.0,0.0,5 mins,
731,80,Air Fryer Shishito Peppers,asparagus,2.0,1.5,,2.5,15.0,,76.5,0.5,2.0,2.0,8.0,10 mins,5.0
732,81,Bruschetta with Tomato and Basil,appetizer,1.0,1.1,0.6,9.1,49.6,,2.0,0.5,0.2,10.0,15.0,25 mins,4.91
733,82,Grilled Vegetable Platter with Yogurt Mint Sauce,asparagus,1.0,11.0,9.5,21.0,196.0,6.5,167.5,6.0,10.0,15.0,10.0,25 mins,5.0
734,83,Zesty Lime Shrimp and Avocado Salad,appetizer,1.0,25.0,8.0,7.0,197.0,221.0,330.0,3.0,,20.0,0.0,20 mins,4.91
735,84,Everything Parmesan Crisps,appetizer,1.0,5.5,4.5,1.5,66.0,10.0,233.0,0.5,0.5,15.0,15.0,30 mins,5.0
736,85,Crispy Avocado Egg Rolls (Air Fryer or Oven),Appetizer,1.0,3.5,8.0,17.5,148.0,4.5,304.0,3.0,1.5,15.0,15.0,30 mins,4.43
737,86,Buffalo Chicken Egg Rolls,appetizer,2.0,20.0,6.0,24.5,231.5,24.5,1020.0,1.0,1.5,15.0,30.0,45 mins,4.88
738,87,Air Fryer Bacon Wrapped Chicken Bites,appetizer,3.0,16.0,3.5,,98.0,44.0,130.5,,,10.0,8.0,18 mins,4.75
739,88,How To Make An Antipasto Salad Platter,appetizer,,,,,,,,,,10.0,0.0,10 mins,5.0
740,89,Leftover Turkey Pot Pie Empanadas,Appetizer,1.0,9.5,5.0,24.5,174.0,31.0,315.0,0.5,,10.0,30.0,40 mins,5.0
741,90,Zucchini Carpaccio,appetizer,1.0,3.0,6.0,5.0,81.0,5.0,90.0,2.0,2.0,20.0,,20 mins,5.0
742,91,Steamed Mussels with Piri Piri,dinner,1.0,13.5,18.0,7.0,274.0,36.0,723.5,0.5,1.0,20.0,6.0,26 mins,5.0
743,92,Zucchini Pork Dumplings,appetizer,5.0,16.0,14.5,12.0,240.0,51.0,616.5,2.0,5.5,45.0,15.0,1 hr,4.62
744,93,Avocado Fries with Lime Dipping Sauce (Air Fryer or Oven),appetizer,4.0,7.0,12.5,15.0,197.0,94.5,521.5,4.0,1.5,,,15 mins,4.63
745,94,Smoked Salmon Pinwheels,appetizer,4.0,13.5,10.0,5.0,168.0,22.0,898.0,1.0,1.5,,,20 mins,5.0
746,95,Tuna Deviled Eggs,lunch,4.0,26.5,16.0,3.0,264.0,397.0,472.0,,1.0,20.0,,20 mins,4.59
747,96,Bangin Good Shrimp,lunch,2.0,24.0,7.5,12.0,215.0,178.0,438.0,1.0,6.0,15.0,5.0,20 mins,4.97
748,97,Air Fryer Tostones (Twice Air Fried Plantains),appetizer,4.0,1.0,,27.0,102.0,,250.0,2.0,12.0,5.0,20.0,25 mins,4.5
749,98,Easy Garlic Knots (Air Fryer or Baked),appetizer,1.0,5.0,1.5,14.0,87.0,3.0,145.0,0.5,1.0,10.0,20.0,30 mins,4.84
750,99,Cauliflower Rice (Arancini) Balls,Cauliflower Rice,3.0,21.5,11.5,15.6,257.0,95.5,644.0,3.0,2.5,5.0,25.0,30 mins,4.74
751,100,Easy No-Cook Salsa Recipe,appetizer,3.0,1.0,,5.0,28.0,,201.0,1.0,2.0,5.0,0.0,5 mins,4.91
752,101,California Spicy Crab Stuffed Avocado,Appetizer,1.0,12.0,13.0,7.0,194.0,60.0,746.0,4.0,1.0,10.0,0.0,10 mins,4.88
753,102,Ahi Tuna Watermelon Salad,appetizer,1.0,29.5,5.5,13.0,217.0,44.0,429.5,1.0,8.0,10.0,,1 hr,5.0
754,103,Baked Zucchini Sticks (Oven or Air Fryer),appetizer,16.0,9.0,2.0,26.0,154.0,,327.0,3.0,7.0,10.0,25.0,35 mins,4.72
755,104,Waffled Crab Cakes,appetizer,1.0,15.5,4.5,9.5,133.0,111.0,635.0,1.5,0.5,,,30 mins,4.78
756,105,Baked Shrimp Taquitos,lunch,2.0,18.0,7.5,27.5,245.0,98.5,201.5,4.0,0.5,15.0,15.0,30 mins,4.82
757,106,Salsa Verde,appetizer,1.0,0.5,0.5,4.0,20.0,,161.0,1.2,2.3,10.0,20.0,30 mins,5.0
758,107,Asparagus and Caramelized Onion Tartlets,Asparagus,2.0,3.0,2.5,5.0,48.0,4.0,77.0,0.5,0.5,10.0,20.0,30 mins,5.0
759,108,Korean-Inspired Turkey Gochujang Meatballs,appetizer,3.0,14.0,7.0,6.0,140.0,75.0,321.0,0.5,3.0,10.0,25.0,35 mins,5.0
760,109,Burger Slider Skewers,burger,1.0,8.0,2.5,1.5,66.0,20.0,293.5,0.5,0.5,20.0,10.0,30 mins,4.75
761,110,Hot Spinach Dip,Appetizer,1.0,5.5,6.0,3.5,85.0,14.0,181.5,0.5,0.5,10.0,20.0,30 mins,4.69
762,111,Shrimp Ceviche Cocktail,appetizer,1.0,11.0,4.0,5.0,100.0,98.0,135.0,2.0,1.0,20.0,0.0,20 mins,5.0
763,112,Sweet Potato and Carrot “Tots”,Appetizer,5.0,4.0,2.0,16.0,98.0,33.5,255.0,2.0,1.5,,,40 mins,4.67
764,113,Baked Sweet Potato Skins,appetizer,2.0,8.0,6.0,25.0,150.5,6.0,445.0,5.0,6.0,10.0,50.0,1 hr,
765,114,Baked Mozzarella Sticks,appetizer,2.0,7.5,5.0,7.0,87.0,21.0,168.5,0.5,0.5,15.0,10.0,1 hr 25 mins,4.6
766,115,Shrimp Summer Rolls with Peanut Hoisin Dipping Sauce,appetizer,1.0,5.0,6.0,17.0,138.0,22.0,193.0,3.0,3.0,30.0,,30 mins,4.82
767,116,Hot Spinach Artichoke Dip,Appetizer,1.0,5.0,4.5,3.5,73.0,10.5,245.0,1.0,0.5,10.0,5.0,15 mins,4.95
768,117,Sweet ‘n Spicy BBQ Turkey Meatballs with Bacon,appetizer,3.0,12.0,5.5,5.0,122.0,60.0,207.0,0.5,3.0,25.0,16.0,40 mins,5.0
769,118,Spicy Garlic Edamame,appetizer,1.0,10.0,7.0,14.0,152.0,,573.0,4.5,7.0,5.0,10.0,15 mins,5.0
770,119,Avocado and Lump Crab Salad,lunch,1.0,9.5,13.0,9.0,178.0,50.0,447.0,5.0,1.0,10.0,0.0,10 mins,4.91
771,120,Eggplant Meatballs,appetizer,4.0,10.5,7.5,31.0,222.5,41.0,1066.0,6.0,6.0,20.0,30.0,50 mins,4.85
772,121,Shrimp Salsa,appetizer,1.0,14.5,0.5,4.0,74.0,107.0,277.0,1.0,2.0,10.0,0.0,15 mins,5.0
773,122,Grilled Rainbow Peppers with Herb Cream Cheese,appetizer,4.0,3.0,4.0,4.0,94.0,8.0,131.0,0.5,3.0,15.0,15.0,30 mins,3.34
774,123,Watermelon “Pizza” with Feta and Balsamic,appetizer,2.0,2.0,3.0,14.0,90.0,6.0,148.0,1.0,12.0,15.0,0.0,15 mins,4.67
775,124,Mushroom Ceviche,appetizer,1.0,3.0,5.0,11.0,90.0,,406.0,2.0,2.0,15.0,,3 hrs 15 mins,5.0
776,125,Spiralized Mediterranean Beet and Feta Skillet Bake,appetizer,1.0,5.0,12.0,9.0,160.5,25.0,483.0,2.0,3.0,,,30 mins,5.0
777,126,Two Tomato Bruschetta,appetizer,2.0,5.0,9.0,17.0,162.0,9.0,338.5,2.5,3.5,10.0,10.0,20 mins,
778,127,Honey-Lime Meatballs (Slow Cooker),appetizer,4.0,14.0,4.0,12.0,140.0,34.0,350.0,1.0,5.0,20.0,,4 hrs 20 mins,5.0
779,128,Crab Guacamole,dinner,1.0,6.0,6.0,4.5,96.0,25.0,144.0,2.0,,10.0,0.0,10 mins,
780,129,Mini Greek Spinach Pies,Appetizer,2.0,2.0,4.0,6.0,69.0,2.0,107.0,1.0,1.0,10.0,35.0,45 mins,5.0
781,130,Baked Buffalo Chicken Nuggets,appetizer,10.0,28.0,6.0,11.0,211.0,83.0,379.0,2.0,,10.0,15.0,25 mins,5.0
782,131,Chilled Lobster Salad with Sweet Summer Corn and Tomatoes,Appetizer,1.0,39.0,10.5,25.5,349.0,122.0,668.0,4.0,3.5,10.0,5.0,15 mins,5.0
783,132,BBQ Shrimp Skewers,appetizer,1.0,23.0,2.0,6.0,139.0,172.0,253.0,,4.0,20.0,10.0,30 mins,
784,133,Baked Tostones (Green Plantains),appetizer,6.0,1.0,1.0,36.5,137.0,,6.0,3.0,16.0,10.0,20.0,30 mins,4.89
785,134,Picadillo Quesadillas,lunch,1.0,22.0,10.0,15.0,211.0,30.0,563.0,8.0,1.0,10.0,5.0,15 mins,5.0
786,135,Asian Turkey Meatballs With Lime Sesame Dipping Sauce,dinner,3.0,30.0,15.0,7.0,300.0,148.0,866.0,1.0,1.0,20.0,15.0,35 mins,4.74
787,136,Spicy Shrimp with Chilies and Garlic,appetizer,2.0,23.0,4.0,3.0,147.0,172.0,171.0,,,7.0,8.0,15 mins,
788,137,Crab and Avocado Phyllo Bites,appetizer,1.0,2.0,2.0,3.0,37.0,12.0,134.0,,,10.0,10.0,20 mins,5.0
789,138,Skinny Buffalo Chicken Strips,appetizer,2.0,21.0,2.0,2.0,111.0,43.0,640.0,1.0,,10.0,20.0,30 mins,4.72
790,139,Baked Mini Spinach and Sausage Arancini,Appetizer,2.0,5.0,3.0,11.0,89.0,27.0,254.0,1.0,1.0,,,45 mins,
791,140,Ceviche Cucumber Cups,lunch,2.0,4.0,1.0,2.0,31.0,8.0,16.0,,1.0,,,,5.0
792,141,Cauliflower Tots,Appetizer,8.0,10.0,5.0,16.0,148.0,57.0,397.0,3.0,3.0,10.0,20.0,30 mins,4.75
793,142,Sweet Potato Irish Nachos,appetizer,1.0,9.0,9.0,28.0,227.0,10.0,189.0,5.0,10.0,15.0,15.0,30 mins,5.0
794,143,Grilled Cilantro Lime Shrimp Kebabs,appetizer,1.0,13.0,1.0,3.0,74.0,94.0,384.0,1.0,,25.0,5.0,30 mins,5.0
795,144,Southwestern Black Bean Salad,appetizer,1.0,3.0,3.5,12.0,79.5,,127.0,3.0,1.0,5.0,0.0,35 mins,5.0
796,145,Guacamole Deviled Eggs,appetizer,2.0,5.0,6.0,3.0,88.0,62.0,60.0,2.0,0.5,30.0,,30 mins,4.88
797,146,Hot and Spicy Buffalo Shrimp Dip,appetizer,1.0,13.0,7.0,2.0,120.0,87.0,672.0,,0.9,10.0,30.0,40 mins,4.0
798,147,Skinny Queso Dip,appetizer,1.0,6.5,4.5,7.0,92.5,,143.0,1.0,2.0,,,30 mins,4.67
799,148,Spicy Buffalo Cauliflower Bites,appetizer,,4.0,2.0,21.5,119.5,,1172.0,3.0,0.2,5.0,25.0,30 mins,4.35
800,149,Hot and Cheesy Crab and Artichoke Dip,appetizer,1.0,6.0,4.0,4.0,78.0,14.5,427.0,,,15.0,30.0,45 mins,3.86
801,150,Veggie Shooters (Crudites with Ranch Dip),appetizer,1.0,4.0,2.0,10.0,73.0,4.4,331.0,1.0,4.0,20.0,,20 mins,5.0
802,151,Skinny Buffalo Chicken Potato Skins,lunch,1.0,8.0,2.0,7.0,82.0,17.0,110.0,1.0,0.5,15.0,30.0,4 hrs 45 mins,4.0
803,152,Pan con Tomate (Spanish Tomato Bread),appetizer,2.0,5.5,4.5,31.0,186.0,,385.0,2.0,,10.0,5.0,15 mins,5.0
804,153,Oven “Fried” Pickles with light Herb Ranch Dip,Appetizer,6.0,2.4,1.4,9.1,58.6,23.0,1248.8,0.6,0.3,30.0,10.0,40 mins,4.0
805,154,Bang Bang Grilled Shrimp Skewers,appetizer,2.0,18.5,4.5,4.0,140.0,140.0,267.0,0.5,3.0,10.0,8.0,18 mins,5.0
806,155,Skinny Texas Cheese Fries,Appetizer,1.0,10.5,12.0,30.0,265.0,19.5,305.5,3.0,1.5,10.0,15.0,25 mins,4.75
807,156,Loaded Turkey Santa Fe Baked Potato Skins,breakfast,1.0,6.5,2.0,10.0,76.5,8.5,93.0,1.5,0.5,10.0,55.0,1 hr 5 mins,5.0
808,157,Asian Flank Steak Skewers,appetizer,4.0,18.0,7.0,2.0,150.0,,400.0,0.5,,,10.0,1 hr 10 mins,4.1
809,158,Bacon Wrapped Chicken Bites,appetizer,3.0,16.0,3.5,,98.0,44.0,130.5,,,5.0,24.0,30 mins,4.67
810,159,Easy Baked Coconut Shrimp,appetizer,3.0,10.0,3.5,22.0,161.5,,164.0,2.0,15.5,,,30 mins,4.88
811,160,"Summer Tomatoes, Corn, Crab and Avocado Salad",appetizer,1.0,9.0,6.0,11.5,131.0,,263.5,4.0,2.5,,,15 mins,5.0
812,161,Persian Turkey Kofta Kebabs,appetizer,3.0,23.0,8.5,5.0,185.5,79.0,114.5,1.0,0.5,15.0,10.0,55 mins,4.78
813,162,Salsa Picante Roja (Spicy Red),Appetizer,1.0,0.5,1.0,3.5,22.5,,6.0,1.0,0.5,10.0,20.0,30 mins,
814,163,Healthy Baked Chicken Nuggets,lunch,4.0,26.0,4.5,8.0,188.0,57.0,427.0,,0.5,,,30 mins,4.73
815,164,Baked Onion Rings,burger,1.0,3.0,0.6,15.0,75.0,1.0,53.0,2.0,2.0,10.0,12.0,22 mins,3.5
816,165,Papaya Avocado Salad,Appetizer,,2.0,8.5,10.5,112.5,,,6.0,,,,20 mins,5.0
817,166,Baked Seasoned Fries with Skinny Garlic Aioli,Appetizer,1.0,3.5,5.3,36.1,198.0,,22.1,4.0,,,,,5.0
818,167,Southwest Turkey Meatballs,cauliflower rice,2.0,10.5,2.0,2.5,67.0,,,0.5,,10.0,15.0,25 mins,5.0
819,168,Creamy Parmesan Spinach Dip,Appetizer,1.0,3.2,6.2,3.3,79.4,,,0.9,,,,,4.8
820,169,Chipotle Sweet Potato Fries,Appetizer,6.0,3.0,5.0,42.0,223.0,,309.0,5.5,7.0,5.0,25.0,30 mins,5.0
821,170,Skinny Ranch Dip,Appetizer,1.0,0.8,3.5,1.7,41.3,,,0.2,,,,,5.0
822,171,Shrimp Salad on Cucumber Slices,appetizer,7.0,18.8,2.8,3.7,117.0,165.0,275.0,1.0,,10.0,0.0,10 mins,5.0
823,172,Tzatziki Sauce,Appetizer,1.0,2.6,,1.7,18.0,,,0.1,,10.0,0.0,10 mins,4.89
824,173,Steamed Clams with Fresh Basil,lunch,1.0,22.4,8.5,6.1,234.3,,,0.2,,,,,5.0
825,174,Edamame Hummus,lunch,1.0,6.1,6.7,7.2,107.4,,11.4,3.8,0.5,,,,5.0
826,175,Taco Dip,appetizer,1.0,2.0,3.5,4.5,59.0,11.5,223.5,0.5,2.0,20.0,0.0,20 mins,4.85
827,176,Broccoli and Cheddar Skinny Potato Skins,Appetizer,2.0,13.1,2.9,30.0,192.7,,,4.3,,,,,
828,177,Easy Beef Carpaccio,appetizer,1.0,8.3,5.3,0.6,79.6,,,0.1,,,,,
829,178,Baked Lump Crab Cakes with Red Pepper Chipotle Lime Sauce,Appetizer,1.0,13.0,9.0,12.0,174.0,,,1.3,,15.0,20.0,1 hr 5 mins,4.92
830,179,Italian Stuffed Artichokes,lunch,,17.6,10.7,46.2,357.9,,,8.5,,,,,5.0
